temperature,air_density,radiation_surface
16.69,1.198,0
16.593,1.199,16.021
17.525,1.197,150.308
19.341,1.191,341.598
21.284,1.184,532.002
22.764,1.179,701.119
23.864,1.176,834.889
24.612,1.173,921.743
24.828,1.173,954.699
24.647,1.173,931.41
24.289,1.174,853.601
23.95,1.174,727.696
23.493,1.175,562.716
22.698,1.176,374.051
21.566,1.179,181.37
19.846,1.185,28.298
18.226,1.192,0
17.301,1.196,0
16.624,1.197,0
16.375,1.197,0
16.31,1.197,0
16.225,1.196,0
16.087,1.195,0
15.831,1.194,0
15.821,1.192,0
16.147,1.19,15.185
18.442,1.188,149.317
20.785,1.181,339.066
23.845,1.17,530.372
26.641,1.161,700.753
28.167,1.156,833.752
28.875,1.154,919.518
28.885,1.153,955.548
28.465,1.154,931.405
27.926,1.155,852.747
27.471,1.156,724.85
27.02,1.156,559.862
26.282,1.158,370.845
24.959,1.161,178.015
21.961,1.168,26.84
20.062,1.176,0
19.604,1.179,0
19.305,1.179,0
19.177,1.178,0
19.353,1.176,0
19.676,1.174,0
19.961,1.172,0
19.871,1.172,0
19.372,1.173,0
18.781,1.175,13.479
19.834,1.176,139.933
21.799,1.174,323.969
23.337,1.17,511.09
24.233,1.168,678.794
24.821,1.167,811.864
25.288,1.166,898.186
25.764,1.164,927.428
26.034,1.163,903.961
25.938,1.163,827.225
25.485,1.165,704.347
24.78,1.167,540.609
23.773,1.17,354.423
22.306,1.175,166.751
20.306,1.181,23.916
18.214,1.189,0
17.396,1.192,0
16.984,1.194,0
16.794,1.195,0
16.726,1.195,0
16.676,1.195,0
16.564,1.196,0
16.284,1.197,0
15.979,1.198,0
15.751,1.199,13.839
16.773,1.199,148.236
18.584,1.195,341.051
20.419,1.189,535.301
21.995,1.185,708.005
23.29,1.18,843.633
24.145,1.177,931.283
24.652,1.175,964.171
24.923,1.174,939.978
24.891,1.173,859.985
24.599,1.173,726.965
24.067,1.174,554.561
23.1,1.176,351.194
21.775,1.18,157.9
20.132,1.185,21.515
18.853,1.191,0
18.155,1.194,0
17.608,1.196,0
17.084,1.197,0
16.867,1.198,0
16.676,1.198,0
16.508,1.199,0
16.348,1.2,0
16.235,1.201,0
16.186,1.202,11.756
17.423,1.202,137.032
19.327,1.196,324.696
21.133,1.189,495.614
22.231,1.186,641.765
23.01,1.184,793.137
23.576,1.183,920.985
23.866,1.182,964.566
23.855,1.182,943.444
23.547,1.183,865.426
23.103,1.183,735.151
22.55,1.184,567.895
21.673,1.186,374.124
20.456,1.19,176.923
18.824,1.195,24.293
17.363,1.201,0
16.577,1.204,0
16.116,1.205,0
15.696,1.205,0
15.514,1.205,0
15.459,1.204,0
15.208,1.204,0
14.928,1.205,0
14.737,1.206,0
14.71,1.208,11.692
15.994,1.208,140
18.15,1.201,329.311
20.652,1.192,520.161
22.565,1.185,694.819
23.736,1.181,830.423
24.458,1.178,916.214
24.69,1.177,941.237
24.56,1.177,915.522
24.178,1.178,835.805
23.692,1.179,707.862
22.992,1.18,519.416
21.954,1.184,352.271
20.599,1.188,164.088
18.979,1.194,20.709
17.713,1.2,0
17.138,1.203,0
16.865,1.204,0
16.612,1.204,0
16.336,1.205,0
16.095,1.205,0
15.929,1.206,0
15.765,1.206,0
15.533,1.207,0
15.328,1.207,10.298
16.447,1.206,135.254
18.552,1.199,315.895
20.589,1.191,491.512
21.927,1.186,653.205
22.778,1.183,788.156
23.327,1.181,879.676
23.47,1.18,919.72
23.336,1.18,901.726
23.038,1.18,826.711
22.631,1.18,696.482
22.114,1.181,529.837
21.407,1.182,343.106
20.4,1.185,157.085
18.962,1.19,19.234
17.652,1.196,0
17.036,1.199,0
16.78,1.2,0
16.608,1.2,0
16.39,1.2,0
16.222,1.201,0
16.175,1.2,0
16.012,1.201,0
15.695,1.201,0
15.607,1.202,10.198
16.627,1.2,134.649
18.844,1.192,323.175
21.94,1.18,522.264
24.462,1.172,696.997
26.306,1.166,830.693
27.538,1.161,906.412
28.134,1.158,910.878
28.162,1.157,850.261
27.726,1.157,743.657
26.95,1.158,588.361
25.851,1.16,409.496
24.36,1.165,246.772
22.492,1.171,114.482
20.238,1.18,16.611
18.539,1.186,0
17.616,1.19,0
16.98,1.191,0
16.48,1.191,0
16.345,1.19,0
16.319,1.188,0
16.358,1.187,0
16.291,1.186,0
16.154,1.187,0
16.196,1.187,8.684
17.882,1.187,105.535
19.946,1.185,271.153
22.273,1.177,460.388
24.448,1.17,636.826
26.171,1.164,786.533
27.111,1.16,891.802
27.425,1.158,939.88
27.353,1.157,922.126
26.959,1.158,844.648
26.627,1.158,715.439
26.213,1.158,547.913
25.334,1.16,356.288
23.718,1.165,162.021
21.198,1.173,18.359
19.454,1.181,0
18.685,1.184,0
18.093,1.185,0
17.599,1.186,0
17.239,1.185,0
17.131,1.184,0
17.264,1.182,0
17.539,1.18,0
17.746,1.179,0
17.809,1.18,7.518
19.226,1.181,119.969
21.145,1.179,301.55
23.544,1.171,479.762
25.696,1.164,641.838
27.092,1.159,793.997
27.636,1.157,885.081
27.577,1.157,920.108
27.229,1.158,897.641
26.707,1.16,819.597
26.16,1.161,693.114
25.63,1.162,528.29
24.826,1.163,340.11
23.6,1.166,150.661
21.32,1.173,15.76
19.63,1.179,0
18.926,1.183,0
18.279,1.186,0
17.686,1.188,0
17.49,1.189,0
17.593,1.19,0
17.679,1.19,0
17.446,1.191,0
17.001,1.193,0
16.611,1.195,6.503
17.451,1.196,114.531
19.17,1.192,298.105
21.014,1.186,489.882
22.649,1.181,663.047
23.919,1.177,799.012
24.738,1.174,886.97
25.143,1.172,930.603
25.178,1.172,905.647
24.717,1.173,825.426
24.215,1.174,695.924
23.798,1.175,530.296
23.167,1.176,341.601
22.082,1.178,151.316
20.269,1.184,15.251
18.77,1.191,0
17.942,1.193,0
17.424,1.194,0
17.358,1.194,0
17.653,1.193,0
17.858,1.193,0
17.8,1.193,0
17.364,1.195,0
16.892,1.197,0
16.537,1.198,6.305
17.338,1.199,118.031
19.28,1.194,304.221
21.464,1.187,496.107
23.325,1.181,667.83
24.517,1.177,802.699
25.134,1.174,889.813
25.346,1.173,922.869
25.406,1.172,895.243
25.247,1.172,777.217
24.796,1.172,592.298
24.005,1.174,392.674
23.088,1.176,278.976
21.804,1.18,134.072
19.798,1.186,12.885
18.127,1.194,0
17.234,1.197,0
16.727,1.198,0
16.561,1.198,0
16.579,1.197,0
16.668,1.197,0
16.757,1.196,0
16.6,1.196,0
16.27,1.197,0
15.918,1.198,5.206
16.752,1.199,100.97
18.418,1.195,275.388
19.998,1.19,462.723
21.282,1.187,634.689
22.27,1.184,770.059
22.995,1.181,854.142
23.463,1.178,870.551
23.464,1.177,821.064
22.918,1.178,691.529
22.166,1.18,542.833
21.429,1.182,408.932
20.643,1.184,276.203
19.613,1.186,125.044
18.239,1.191,11.86
17.115,1.196,0
16.425,1.198,0
15.811,1.198,0
15.556,1.198,0
15.345,1.198,0
15.211,1.197,0
15.129,1.197,0
15.076,1.197,0
15.046,1.197,0
15.089,1.197,4.783
16.215,1.197,109.484
18.026,1.193,294.819
19.985,1.186,491.551
21.411,1.182,663.679
22.471,1.178,789.394
23.323,1.175,819.164
23.578,1.173,737.248
22.946,1.173,541.294
22.057,1.176,457.403
21.466,1.177,374.658
20.97,1.178,257.766
20.283,1.18,134.723
19.455,1.182,48.194
18.487,1.185,4.133
17.756,1.188,0
17.27,1.189,0
16.993,1.19,0
16.864,1.19,0
16.747,1.19,0
16.665,1.19,0
16.555,1.19,0
16.345,1.191,0
16.073,1.191,0
15.77,1.192,2.92
16.399,1.192,61.253
17.456,1.19,168.264
18.879,1.185,274.159
20.157,1.181,362.043
20.944,1.179,428.935
21.625,1.177,497.103
22.164,1.176,556.917
22.495,1.174,565.242
22.602,1.173,476.185
22.482,1.173,323.384
22.014,1.173,201.724
21.109,1.176,117.125
19.906,1.18,50.036
18.595,1.185,4.951
17.646,1.19,0
16.879,1.192,0
16.675,1.193,0
16.398,1.193,0
16.235,1.193,0
16.035,1.194,0
15.934,1.194,0
15.961,1.194,0
16.13,1.195,0
16.281,1.195,2.054
16.718,1.195,60.091
18.643,1.191,228.727
20.678,1.184,406.616
21.825,1.18,557.156
22.387,1.179,669.71
22.595,1.178,738.779
22.477,1.178,752.087
22.227,1.179,704.32
22.198,1.179,686.76
22.196,1.179,612.528
22,1.179,480.424
21.435,1.181,316.233
20.413,1.184,133.339
18.726,1.19,9.921
17.493,1.197,0
16.838,1.2,0
16.407,1.201,0
15.988,1.202,0
15.612,1.203,0
15.108,1.203,0
14.801,1.204,0
14.564,1.204,0
14.32,1.205,0
14.151,1.206,3.608
15.729,1.206,107.798
17.978,1.2,292.57
19.999,1.193,481.514
21.339,1.189,649.685
22.405,1.185,787.764
23.023,1.183,880.138
23.185,1.182,925.3
22.998,1.183,904.008
22.66,1.183,824.783
22.261,1.184,695.735
21.76,1.184,527.094
21.034,1.185,333.81
19.981,1.188,139.343
18.378,1.193,9.801
17.015,1.198,0
16.223,1.2,0
15.53,1.202,0
15.144,1.203,0
14.833,1.203,0
14.638,1.203,0
14.501,1.203,0
14.318,1.203,0
14.117,1.204,0
13.989,1.204,3.13
15.345,1.205,105.928
17.548,1.2,295.816
19.467,1.193,493.497
20.789,1.189,667.304
21.72,1.186,804.292
22.267,1.185,892.838
22.495,1.184,925.47
22.449,1.184,901.001
22.207,1.184,820.379
21.776,1.185,689.69
21.132,1.186,521.066
20.285,1.188,328.618
19.184,1.191,135.274
17.685,1.196,8.736
16.098,1.2,0
15.538,1.202,0
15.298,1.202,0
15.352,1.202,0
15.553,1.202,0
15.719,1.201,0
15.809,1.2,0
15.819,1.2,0
15.793,1.199,0
15.756,1.2,2.053
16.516,1.2,81.552
17.893,1.197,239.882
19.233,1.194,463.296
20.32,1.191,637.491
21.103,1.189,758.96
21.632,1.187,843.61
21.94,1.186,879.145
22.055,1.185,864.853
21.95,1.185,795.501
21.659,1.185,667.041
21.166,1.186,500.109
20.469,1.187,311.261
19.511,1.19,112.968
18.295,1.193,5.91
17.383,1.195,0
17.06,1.196,0
16.84,1.197,0
16.729,1.197,0
16.663,1.197,0
16.76,1.197,0
16.691,1.196,0
16.422,1.196,0
16.355,1.196,0
16.278,1.197,1.5
16.991,1.197,67.892
17.895,1.196,206.582
19.46,1.192,380.528
20.734,1.189,612.163
21.615,1.187,727.586
21.951,1.185,703.02
21.918,1.185,693.096
21.745,1.184,650.99
21.622,1.184,615.627
21.425,1.183,519.537
20.981,1.183,374.536
20.284,1.184,221.052
19.37,1.186,74.638
18.569,1.189,2.932
18.334,1.189,0
18.294,1.189,0
18.281,1.189,0
18.264,1.189,0
18.239,1.189,0
18.174,1.188,0
18.162,1.188,0
18.136,1.188,0
18.093,1.188,0
18.042,1.188,1.195
18.207,1.188,43.336
18.684,1.188,162.363
19.664,1.185,368.827
20.998,1.182,500.932
21.694,1.18,576.473
21.623,1.18,430.134
21.113,1.181,371.273
21.348,1.181,527.921
21.224,1.18,416.47
21.051,1.18,378.439
20.838,1.18,277.573
20.342,1.181,145.826
19.735,1.183,60.349
19.129,1.184,3.646
18.947,1.185,0
18.872,1.186,0
18.816,1.185,0
18.809,1.185,0
18.798,1.185,0
18.804,1.184,0
18.824,1.184,0
18.837,1.184,0
18.847,1.183,0
18.829,1.183,0.927
19.137,1.183,69.643
19.769,1.182,203.965
20.538,1.18,304.897
21.355,1.178,374.309
22.03,1.176,476.412
22.888,1.174,642.552
23.57,1.172,749.956
23.826,1.171,759.355
23.437,1.171,631.646
22.817,1.173,505.351
22.033,1.175,310.28
21.076,1.178,137.516
20.238,1.18,49.492
19.476,1.183,3.605
18.924,1.185,0
18.783,1.186,0
18.762,1.186,0
18.792,1.185,0
18.821,1.184,0
18.838,1.183,0
18.835,1.182,0
18.774,1.181,0
18.687,1.181,0
18.617,1.181,0.699
18.817,1.181,57.814
19.6,1.179,177.416
20.753,1.175,307.476
21.807,1.171,440.242
22.633,1.168,566.593
23.349,1.165,674.415
23.78,1.164,735.383
23.891,1.163,739.882
23.875,1.162,721.523
23.598,1.163,631.947
22.973,1.164,458.926
22.167,1.166,262.583
21.168,1.168,96.788
20.05,1.172,3.357
19.501,1.175,0
19.285,1.175,0
19.248,1.175,0
19.251,1.175,0
19.207,1.175,0
19.108,1.175,0
18.932,1.175,0
18.715,1.176,0
18.431,1.178,0
18.153,1.18,0.511
18.232,1.182,50.972
18.66,1.182,168.985
19.685,1.181,306.383
20.286,1.179,445.161
20.885,1.178,569.952
21.172,1.177,635.887
21.187,1.177,642.329
21.129,1.178,637.051
20.984,1.178,582.129
20.705,1.179,484.717
20.334,1.18,367.385
19.926,1.181,243.936
19.251,1.182,93.097
17.958,1.184,3.328
17.518,1.186,0
17.237,1.187,0
17.026,1.188,0
16.789,1.189,0
16.531,1.189,0
16.257,1.19,0
15.995,1.191,0
15.852,1.192,0
15.728,1.193,0
15.619,1.194,0.637
16.444,1.196,74.076
17.394,1.195,248.851
18.957,1.19,448.526
21.104,1.185,628.161
22.148,1.182,754.898
22.582,1.181,827.048
22.634,1.181,800.373
22.387,1.182,698.029
22.138,1.183,624.861
21.935,1.183,514.495
21.585,1.184,367.411
21.035,1.185,238.797
20.194,1.188,98.676
18.213,1.191,3.43
17.446,1.194,0
17.041,1.197,0
16.695,1.198,0
16.358,1.2,0
16.088,1.201,0
15.832,1.202,0
15.52,1.203,0
15.135,1.205,0
14.714,1.207,0
14.391,1.209,0.484
15.393,1.211,82.511
17.561,1.208,273.616
19.671,1.202,475.321
21.085,1.198,653.672
22.154,1.194,793.366
23.067,1.19,883.444
23.633,1.188,916.995
23.819,1.186,891.181
23.673,1.186,806.49
23.274,1.186,667.255
22.546,1.188,481.676
21.54,1.191,289.805
20.219,1.195,110.389
18.585,1.2,3.066
17.628,1.204,0
17.013,1.206,0
16.356,1.207,0
15.913,1.208,0
15.569,1.208,0
15.29,1.208,0
15.08,1.207,0
14.838,1.208,0
14.607,1.208,0
14.458,1.209,0.32
15.748,1.209,76.273
17.781,1.206,235.232
20.423,1.196,436.921
23.319,1.185,633.589
25.422,1.178,773.682
26.664,1.173,863.227
27.003,1.17,888.504
26.725,1.17,819.277
25.948,1.171,689.56
25.267,1.173,622.055
24.612,1.174,486.295
23.634,1.176,293.459
21.976,1.181,103.959
19.854,1.188,2.416
18.717,1.192,0
17.888,1.193,0
17.635,1.192,0
17.535,1.191,0
17.507,1.189,0
17.348,1.188,0
17.249,1.188,0
17.093,1.189,0
16.816,1.191,0
16.456,1.193,0.212
16.935,1.196,79.255
18.631,1.194,267.266
21.525,1.183,464.293
24.793,1.171,640.69
27.742,1.161,779.808
29.178,1.156,867.431
30.009,1.153,886.173
30.228,1.151,847.51
29.657,1.151,752.405
28.477,1.153,597.08
26.939,1.157,412.494
25.115,1.163,232.208
22.887,1.171,79.635
20.605,1.179,1.928
19.397,1.185,0
18.563,1.188,0
17.784,1.19,0
17.291,1.191,0
16.904,1.192,0
16.596,1.193,0
16.364,1.193,0
16.073,1.194,0
15.739,1.195,0
15.449,1.195,0.125
16.297,1.196,72.437
18.784,1.193,261.529
21.391,1.184,461.646
23.502,1.177,637.06
24.795,1.173,772.926
25.379,1.171,859.395
25.574,1.169,888.964
25.526,1.169,860.159
25.366,1.168,776.193
25.111,1.168,643.745
24.659,1.168,473.639
23.821,1.17,281.756
22.438,1.174,95.191
20.55,1.181,1.538
19.467,1.187,0
18.709,1.19,0
18.119,1.19,0
17.829,1.19,0
17.588,1.19,0
17.416,1.19,0
17.26,1.19,0
17.129,1.191,0
17.054,1.191,0
17.042,1.191,0.051
17.85,1.192,68.76
19.99,1.19,249.565
22.357,1.182,442.972
24.46,1.175,617.043
25.723,1.171,754.075
26.448,1.168,842.569
26.807,1.167,878.35
26.833,1.166,853.27
26.601,1.166,771.861
26.089,1.167,640.395
25.262,1.169,471.116
24.088,1.173,279.039
22.445,1.178,92.231
20.559,1.186,1.21
19.479,1.192,0
18.94,1.194,0
18.626,1.193,0
18.358,1.193,0
18.096,1.192,0
17.971,1.192,0
17.853,1.191,0
17.593,1.192,0
17.314,1.194,0
17.183,1.195,0.017
18.011,1.196,65.438
19.754,1.193,246.667
21.994,1.184,443.277
23.539,1.178,620.708
24.602,1.175,760.836
25.185,1.173,849.089
25.301,1.173,873.714
25.055,1.173,839.726
24.61,1.175,758.155
24.049,1.176,634.092
23.342,1.177,468.252
22.334,1.179,275.103
21.081,1.183,88.425
19.767,1.187,0.899
19.072,1.19,0
18.69,1.191,0
18.519,1.19,0
18.704,1.189,0
18.669,1.188,0
18.628,1.188,0
18.748,1.188,0
18.467,1.19,0
17.92,1.192,0
17.186,1.196,0.003
16.861,1.199,61.804
17.575,1.198,248.327
18.747,1.196,448.414
19.773,1.193,623.671
20.593,1.19,765.258
21.201,1.187,857.831
21.504,1.186,893.759
21.528,1.185,865.424
21.284,1.185,782.809
20.824,1.186,651.982
20.2,1.187,476.786
19.413,1.189,272.469
18.446,1.191,74.316
17.532,1.194,0.641
17.043,1.197,0
16.671,1.198,0
16.341,1.199,0
16.015,1.2,0
15.58,1.201,0
15.117,1.203,0
14.813,1.204,0
14.554,1.205,0
14.359,1.205,0
14.208,1.206,0.001
14.727,1.206,59.249
16.398,1.202,237.511
18.143,1.197,430.294
19.293,1.193,603.802
20.189,1.19,738.067
20.914,1.187,826.429
21.443,1.184,861.872
21.77,1.182,836.18
21.86,1.181,755.009
21.654,1.18,619.982
21.204,1.181,452.601
20.541,1.183,263.593
19.426,1.186,81.017
18.047,1.191,0.466
17.474,1.195,0
16.999,1.197,0
16.581,1.2,0
15.908,1.203,0
15.219,1.207,0
14.557,1.21,0
14.008,1.212,0
13.563,1.213,0
13.166,1.215,0
12.864,1.216,0
13.177,1.217,60.967
14.992,1.212,247.441
17.429,1.204,448.08
19.334,1.197,628.848
20.763,1.192,772.015
21.907,1.188,865.152
22.739,1.184,900.316
23.213,1.181,874.112
23.332,1.179,789.376
23.175,1.178,653.403
22.747,1.178,477.129
21.837,1.179,277.757
19.811,1.185,84.842
17.41,1.193,0.335
16.26,1.197,0
15.573,1.198,0
15.35,1.197,0
15.058,1.197,0
15.004,1.198,0
14.799,1.199,0
14.905,1.201,0
14.915,1.205,0
14.565,1.209,0
14.506,1.212,0
14.346,1.214,25.906
15.071,1.212,98.497
16.594,1.207,186.679
18.62,1.199,325.258
20.95,1.19,497.274
22.742,1.184,652.21
23.985,1.181,803.688
24.395,1.179,803.275
24.058,1.178,677.463
23.368,1.179,510.965
22.507,1.18,310.93
21.255,1.183,153.611
19.508,1.188,50.776
17.277,1.193,0.184
16.446,1.197,0
16.17,1.199,0
16.112,1.2,0
15.874,1.201,0
15.695,1.201,0
15.073,1.202,0
14.653,1.203,0
14.517,1.204,0
14.394,1.205,0
14.145,1.205,0
14.734,1.206,40.787
16.378,1.203,170.23
18.371,1.196,380.413
20.104,1.19,580.895
21.373,1.186,720.551
22.272,1.182,819.075
22.784,1.179,861.284
22.926,1.178,838.672
22.719,1.177,757.5
22.343,1.177,625.063
21.791,1.178,452.715
20.912,1.18,257.83
19.443,1.185,72.857
17.766,1.191,0.101
16.966,1.195,0
16.25,1.196,0
15.879,1.197,0
15.651,1.197,0
15.498,1.197,0
15.431,1.197,0
15.31,1.199,0
15.038,1.2,0
14.873,1.2,0
14.661,1.202,0
15.025,1.203,49.283
16.96,1.199,226.508
19.468,1.189,423.73
22.176,1.18,602.791
24.56,1.173,744.617
26.406,1.167,836.85
27.528,1.163,872.653
27.966,1.16,847.239
27.918,1.159,763.604
27.448,1.159,628.553
26.576,1.16,453.752
25.043,1.164,257.105
22.199,1.173,71.044
19.546,1.184,0.045
18.429,1.19,0
17.53,1.192,0
17.136,1.191,0
17.193,1.188,0
17.132,1.185,0
16.949,1.183,0
16.85,1.182,0
16.791,1.183,0
16.848,1.185,0
17.468,1.189,0
17.608,1.193,47.053
19.111,1.192,223.496
21.823,1.184,420.778
25.62,1.171,599.453
28.479,1.162,740.285
29.408,1.159,830.646
29.632,1.158,864.291
29.475,1.158,837.914
29.025,1.158,753.346
28.483,1.159,618.009
27.715,1.16,443.772
26.338,1.163,248.138
23.056,1.17,65.407
20.123,1.177,0.015
19.508,1.18,0
19.401,1.18,0
19.938,1.179,0
20.807,1.178,0
21.357,1.178,0
21.234,1.179,0
20.582,1.181,0
19.802,1.182,0
19.149,1.183,0
18.553,1.183,0
18.268,1.183,42.489
20.598,1.183,214.687
23.329,1.18,411.385
26.355,1.171,590.251
27.524,1.168,730.881
27.796,1.167,822.21
27.702,1.167,859.468
27.304,1.168,833.264
26.724,1.169,749.344
25.969,1.171,614.134
25.015,1.173,440.612
23.676,1.177,245.801
21.479,1.183,63.528
18.684,1.191,0.003
17.861,1.196,0
17.266,1.198,0
16.93,1.198,0
16.988,1.196,0
17.319,1.195,0
17.583,1.193,0
17.666,1.192,0
17.317,1.192,0
16.665,1.193,0
16.088,1.194,0
16.196,1.195,39.747
18.741,1.194,208.727
21.272,1.188,403.966
24.679,1.176,582.704
27.391,1.166,723.632
29.104,1.16,815.226
29.479,1.158,850.925
29.349,1.157,824.351
28.864,1.157,739.675
28.358,1.156,605.65
27.577,1.157,431.924
26.121,1.161,237.409
23.197,1.169,58.245
20.273,1.177,0
19.524,1.181,0
19.26,1.18,0
19.165,1.18,0
19.021,1.179,0
18.824,1.178,0
18.757,1.177,0
19.283,1.175,0
19.556,1.176,0
19.928,1.178,0
19.539,1.181,0
19.349,1.183,35.94
20.34,1.181,200.352
22.498,1.173,394.411
25.028,1.164,573.786
27.302,1.157,714.664
29.271,1.151,805.794
30.547,1.148,842.666
31.018,1.146,816.285
30.872,1.146,732.33
30.288,1.146,599.622
29.442,1.147,426.353
27.924,1.151,232.946
24.732,1.161,55.556
21.862,1.171,0
20.754,1.176,0
20.043,1.176,0
19.899,1.174,0
20.098,1.172,0
20.286,1.173,0
19.741,1.177,0
19.474,1.183,0
18.724,1.188,0
18.146,1.192,0
17.783,1.194,0
17.754,1.196,32.624
18.679,1.194,191.788
20.637,1.186,384.896
22.679,1.179,562.583
24.454,1.172,701.065
26.05,1.165,782.733
27.368,1.16,843.823
28.053,1.157,785.997
28.271,1.156,674.883
28.271,1.155,587.936
27.788,1.154,403.028
26.737,1.156,211.737
23.792,1.159,47.508
21.927,1.164,0
21.466,1.171,0
20.833,1.175,0
20.29,1.18,0
19.872,1.184,0
19.292,1.188,0
18.644,1.192,0
18.21,1.196,0
17.712,1.199,0
17.281,1.201,0
16.827,1.203,0
16.552,1.205,32.771
17.515,1.203,195.843
19.718,1.194,389.382
22.184,1.184,568.133
24.504,1.175,706.905
26.56,1.168,789.052
28.037,1.163,844.037
28.632,1.159,794.556
28.779,1.157,685.557
28.708,1.157,587.56
28.015,1.158,402.011
26.328,1.162,207.499
22.292,1.168,43.412
20.198,1.173,0
19.732,1.176,0
19.322,1.177,0
19.083,1.177,0
18.872,1.178,0
18.64,1.179,0
18.544,1.182,0
18.337,1.186,0
17.996,1.19,0
17.213,1.192,0
16.9,1.193,0
17.086,1.193,27.835
19.107,1.192,178.627
21.818,1.184,371.107
24.868,1.174,549.873
27.046,1.168,690.794
28.19,1.165,781.026
28.574,1.163,837.249
28.51,1.162,808.768
28.131,1.162,721.053
27.568,1.163,582.209
26.719,1.164,406.599
25.242,1.168,211.195
22.203,1.176,43.936
19.5,1.184,0
18.943,1.188,0
18.747,1.189,0
18.777,1.188,0
18.971,1.187,0
19.035,1.186,0
18.903,1.185,0
18.504,1.185,0
17.707,1.185,0
16.922,1.186,0
16.684,1.189,0
16.947,1.192,24.137
18.84,1.194,160.689
20.936,1.188,325.789
23.804,1.177,413.7
26.094,1.168,427.688
27.274,1.164,471.315
28.124,1.161,600.686
28.574,1.159,664.579
28.63,1.158,660.972
28.12,1.158,541.059
27.04,1.16,369.924
25.243,1.164,189.291
22.095,1.172,41.005
19.617,1.18,0
19.023,1.184,0
19.115,1.185,0
19.117,1.185,0
18.637,1.184,0
18.096,1.183,0
17.733,1.182,0
17.476,1.182,0
17.336,1.182,0
17.415,1.183,0
17.425,1.186,0
17.399,1.189,11.521
18.35,1.19,82.051
19.796,1.186,239.801
22.405,1.176,415.03
24.97,1.167,545.182
26.828,1.161,614.253
27.586,1.158,631.153
27.781,1.158,694.863
27.578,1.158,664.38
27.099,1.158,554.622
26.345,1.159,393.477
24.974,1.163,204.802
22.197,1.17,39.548
19.641,1.178,0
18.891,1.182,0
18.594,1.181,0
18.834,1.179,0
19.47,1.176,0
19.949,1.173,0
19.957,1.172,0
19.585,1.171,0
19.082,1.171,0
18.8,1.173,0
18.866,1.177,0
18.642,1.182,23.435
20.104,1.183,167.043
22.32,1.175,313.077
25.274,1.164,411.529
27.945,1.154,457.278
29.519,1.148,457.63
30.64,1.144,526.156
31.586,1.141,626.455
32.042,1.14,600.126
31.918,1.139,468.941
31.172,1.14,278.436
29.484,1.142,130.241
27.415,1.148,28.33
26.082,1.151,0
24.751,1.153,0
23.704,1.153,0
23.203,1.153,0
22.848,1.153,0
22.328,1.156,0
22.387,1.16,0
22.193,1.165,0
22.187,1.169,0
21.714,1.173,0
21.231,1.176,0
21.128,1.177,11.484
22.029,1.174,82.893
24.113,1.168,246.806
26.371,1.16,397.35
27.823,1.154,486.986
28.735,1.151,476.454
29.018,1.149,395.494
29.403,1.147,491.651
29.816,1.145,496.071
29.387,1.146,273.484
27.254,1.153,120.135
24.546,1.164,111.447
22.158,1.174,22.092
20.673,1.182,0
20.071,1.186,0
19.858,1.188,0
19.808,1.188,0
19.765,1.187,0
19.545,1.187,0
19.359,1.186,0
19.457,1.186,0
18.953,1.187,0
18.307,1.188,0
18.142,1.189,0
18.185,1.19,13.326
19.401,1.191,134.724
20.754,1.187,328.132
21.916,1.184,509.239
22.734,1.182,613.044
23.198,1.18,659.498
23.423,1.179,658.488
23.267,1.18,587.72
22.859,1.18,522.108
22.474,1.181,459.459
22.07,1.181,328.7
21.356,1.183,163.063
20.195,1.186,28.361
18.728,1.189,0
18.322,1.192,0
17.918,1.193,0
17.537,1.194,0
17.376,1.195,0
17.468,1.196,0
17.538,1.197,0
17.56,1.197,0
17.623,1.197,0
17.568,1.197,0
17.498,1.198,0
17.566,1.198,16.43
18.647,1.196,143.664
20.395,1.19,319.327
21.626,1.186,459.132
22.463,1.184,570.495
23.066,1.182,641.608
23.459,1.18,668.207
23.534,1.179,648.77
23.328,1.179,573.87
23.122,1.179,493.093
22.597,1.179,315.183
21.645,1.182,143.769
20.269,1.186,26.443
18.515,1.19,0
18.057,1.193,0
17.658,1.195,0
17.118,1.196,0
16.924,1.196,0
16.847,1.197,0
16.78,1.199,0
16.744,1.199,0
16.583,1.2,0
16.311,1.199,0
16.049,1.199,0
16.274,1.199,13.954
17.817,1.198,117.018
19.453,1.192,177.329
20.848,1.186,221.296
21.933,1.182,329.532
23.216,1.177,475.75
23.852,1.174,428.351
23.903,1.172,360.726
23.903,1.171,362.44
23.992,1.171,377.79
23.695,1.171,294.196
22.625,1.173,152.327
20.445,1.18,22.97
18.798,1.186,0
18.133,1.191,0
17.808,1.191,0
17.826,1.189,0
18.109,1.188,0
18.34,1.186,0
18.332,1.184,0
18.262,1.182,0
18.126,1.182,0
17.891,1.183,0
17.531,1.185,0
17.187,1.186,9.227
18.083,1.188,109.389
19.871,1.183,287.515
22.055,1.174,477.192
23.298,1.17,623.286
24.159,1.166,721.77
24.763,1.164,771.935
25.073,1.162,746.332
24.932,1.161,615.355
24.366,1.162,447.513
23.196,1.165,267.018
21.273,1.172,118.45
19.419,1.179,14.898
18.509,1.184,0
18.023,1.187,0
17.811,1.187,0
17.596,1.187,0
17.318,1.187,0
17.001,1.188,0
16.691,1.188,0
16.39,1.188,0
16.117,1.188,0
15.957,1.188,0
